ID;text;rating;kategoria_benchmark;uzasadnienie;manual_weryfikacja;sentyment;total_tokens
246;"Uchwyt wydawał mi się dość dobry do czasu, gdy nagle przestał ""ściskać"" i trzymać telefon tak, jakby coś się w nim popsuło. Po chwili nagle uchwyt zaczął działać poprawnie i utrzymywać telefon na miejscu (przyssawka jest całkiem ok). Zobaczymy jak długo. Co do ładowarki to jest podobnie. Gdy potrzebowałem podładować telefon, to działała jako-tako, ale jak podłączyłem ładowarkę podczas działania GPS i rozjaśniłem ekran, to prawie nic nie ładowało... Podsumowując: uchwyt jest przeciętnej jakości, a ładowarka kiepskiej...";3;Niska wydajność w praktyce;Klient skarży się na zbyt wolne ładowanie telefonu przy włączonym GPS oraz niestabilne, niepewne działanie mechanizmu zaciskowego uchwytu.;;negatywny;2168
247;"Produkt byłby całkiem niezły, gdyby nie kilka ""ale"". Mój egzemplarz dotarł krzywy, bujał się na nóżkach, które nie mają żadnej regulacji. Pasowania kiepskie, nity krzywe. Najgorsze jest to, że nikt nigdzie nie napisał, że nie mieści się pełnowymiarowy napęd optyczny i płyta ATX. Ja próbowałem zamontować napęd blu-ray o długości 19 cm i nie starczyło miejsca. Max. długość napędu to ok. 17 cm. Powyżej tej długości napęd wchodzi na płytę główną i zatyka otwory na przewody.";3;Kompatybilność i montaż;Kluczowym problemem opisanym przez klienta jest brak możliwości zamontowania standardowych komponentów, takich jak napęd optyczny i płyta ATX, mimo wspomnienia o wadach wykonania.;;negatywny;1743
248;Zaglądałem do środka lutownicy i wcale nie ma żadnego czujnika temperatury ani regulacji temperatury, tylko prostą regulację mocy triakiem. Oznacza to, że stop lutowniczy nawet na najniższym ustawieniu, gdy odłożymy na chwilę lutownicę czernieje, oraz lutownica nie wykorzystuje pełnej mocy przy niskiej nastawie. Do tego grot po kilku lutowaniach zrobił się wyraźnie mniejszy, czyli po prostu go zeżarło.;3;Zawyżone parametry i podróbki;Recenzja wskazuje na brak deklarowanego czujnika temperatury oraz zastosowanie uproszczonego układu regulacji, co stanowi o zafałszowaniu specyfikacji technicznej urządzenia.;;negatywny;2803
249;No cóż, nie wiem jak ocenić te filtry. Swoją funkcję chyba spełniają, ale w dzbanku Dafi Luna za pierwszym razem jak założyłam filtr to przeciekał bokami... Poza tym wypływały z niego taki drobny czarny pyłek i osadzał się na dnie dzbanka. Nie wiem, może ja coś źle zrobiłam, ale postępowałam wg instrukcji, tzn płukałam przed założeniem. W każdym razie, drugi raz nie kupię zastępczych filtrów, tylko oryginalne.;3;Kompatybilność i montaż;Głównym problemem zgłaszanym przez klienta jest brak szczelności i niewłaściwe dopasowanie filtra do konkretnego modelu dzbanka.;;negatywny;2498
250;Toster nie pobiera 600W tylko 700W, nie posiada tacki na okruchy, nie posiada nóżek antypoślizgowych. Poza tym spełnia swoją rolę tzn. opieka kromki chleba tostowego ale nie kupiłabym ponownie takiego urządzenia. Bardzo głośno wyrzuca kromki do czego trzeba się przyzwyczaić. A że obsługiwałam już różne tostery więc ten w mojej opinii jest bardzo przeciętny.;3;Niska wydajność w praktyce;Produkt spełnia swoją podstawową funkcję, ale cechuje się niską kulturą pracy, brakiem elementów wyposażenia i błędną specyfikacją mocy.;;negatywny;3412
251;Rozczarowany jestem jakością obrazu z tych kamer. Full HD oznacza czytelny i ostry obraz, a nie to co tu ujrzałem. Kompresja H.265+ powoduje rozmazywanie obiektów ruchomych, czyli tego co jest istotne. Co z tego, że na dysku zmieści się więcej, ale mało użytecznego materiału. Posiadam w użytkowaniu starsze kamery HD o mniejszej rozdzielczości i dużo lepszej jakości obrazu z kompresją H.264;3;Niska wydajność w praktyce;Klient krytykuje niską jakość obrazu i nadmierną kompresję, które sprawiają, że produkt nie spełnia swojej podstawowej funkcji mimo działania.;;negatywny;1280
252;kupilam ze wzgledu na posiadana karte SIm z Play'a z duza iloscia internetu ,jednak po wyjeciu karty ze smartfona i wlozeniu do tego routera zasieg i moc internetu nie poprawila sie,spodziewałam sie ze internet w domu bedzie lepiej działać niż majac te karte SIM w telefonie (z funkcja udostepniania netu) niestety nic sie nie poprawilo, moze wiec to urzadzenie jest dobre ale do innych celow, bo za te cene spodziewałam sie czegos lepszego.;3;Niska wydajność w praktyce;Klientka skarży się na brak poprawy zasięgu i prędkości internetu w porównaniu do smartfona, co wskazuje na rozczarowujące działanie urządzenia w rzeczywistym użytkowaniu.;;negatywny;1588
253;Spasowanie nie do końca dobre moim zdaniem. Szkło jest za niskie wg mnie o 1-2 mm. Fajna grubość - idealnie mi się spasowała z etui dzięki czemu prawie nie czuć przerwy pomiędzy nimi. Niestety w te 9H coś mi się wierzyć nie chce. PO 3 tygodniach używania mam już trzy widoczne rysy w momencie kiedy przez 2 miesiące używania oryginalnie naklejonej na telefon folii rysy nie miałem żadnej. Niestety jedna z rys jest centralnie na środku więc dość często mi się rzuca w oczy. Muszę się niestety już rozejrzeć za następcą. Za takie pieniądze spodziewałbym się jednak czegoś lepszego;3;Słabe materiały i usterki;Kluczowym powodem rezygnacji z produktu i uznania go za niespełniający oczekiwań są liczne rysy powstałe w krótkim czasie użytkowania, co wskazuje na słabą jakość materiału.;;negatywny;2255
254;Instrukcja obsługi wcale nie jest zgodna z możliwością jej używania. Ponieważ nie ma podglądu nigdy nie wiesz co ustawiłeś i czy zaczęło się nagrywanie. Przypadkowo możesz zrobić to co chcesz ale nie musisz. Dopiero po powrocie do domu i podłączeniu do komputera którego na wycieczkę rowerową raczej nie zabieramy dowiadujesz się jaką czynność uruchomiłeś lub nie.;3;Niska wydajność w praktyce;Klient wskazuje na brak informacji zwrotnej o stanie pracy urządzenia i nieczytelny interfejs, co znacząco utrudnia praktyczne użytkowanie produktu.;;negatywny;1454
255;Filtr jak filtr, ale jest problem z jego wypłukaniem. Po dwóch zalecanych razach woda w dzbanku jest ciemna i po nocy na równo z poziomem wody zostaje czarny linia osadu. Zapewne jest to pozostałość węgla, który jest w filtrze. Nie sprawdzałem parametrów wody po filtracji ale mam nadzieję, że jest ok. Jak się wcześniej porządnie wypłucze to nie ma później problemów, ale jest to upierdliwe.;3;Niska wydajność w praktyce;Produkt działa, ale wymaga uciążliwego przygotowania i pozostawia osad węglowy, co obniża komfort użytkowania.;;negatywny;1588
256;szkło o ile ten kawałek plastiku można tak nazwać , nie spełnia w ogóle swojej roli gdyż klej jest tylko i wyłącznie na krawędziach co powoduje ze szkło nie ma odpowiedniego czucia i trzeba dość mocno cisnąć w nie żeby zadziałał dotyk. Kupując produkt za tę cenę liczyłem się z tym, ze nie będę z niego zadowolony. nie mniej jednak sprawdziłem i nie polecam :);3;Niska wydajność w praktyce;Produkt działa wadliwie, utrudniając korzystanie z dotyku ze względu na błędną konstrukcję warstwy klejącej.;;negatywny;1459
257;Słuchawki nie są złe. Dość długo trzymają na baterii, na początku są wygodne, jednak z czasem bolą od nich uszy. Dźwięk ok, choć bardzo słabo wygłuszają. Sprawdzą się do słuchania muzyki na dworze, gdy potrzebujemy słyszeć też dźwięki z otoczenia. Ładnie wykonane, porządne etui, dołączony przewód do ładowania. Ogólnie ok, choć mogłyby lepiej wyciszać dźwięki z otoczenia.;3;Pozytywna ocena funkcjonalności;Klient chwali czas pracy na baterii, jakość wykonania oraz akcesoria, uznając produkt za ogólnie dobry mimo uwag dotyczących izolacji dźwięku.;;pozytywny;1850
258;"Grubsza folia, żadne ""szkło hybrydowe"". Dlaczego nie nazwą produktu ""folią hybrydową""? Już to by było nadużyciem, no ale znalazłoby się mniej klientów. Być może twardość ma większą niż tania folia, nie wiem; wiem natomiast, że nie ma twardości szkła. Już są na niej niewielkie rysy a telefon jest cały czas we wsuwce. Wcześniej był w niej bez folii a jakiś czas nosiłem nawet bez samej wsuwki, i na oryginalnym szkle telefonu nie było żadnej ryski. Jako folia ok, ale nie jest to szkło.";3;Zawyżone parametry i podróbki;Klient zarzuca producentowi wprowadzanie w błąd poprzez nazywanie zwykłej folii szkłem hybrydowym, co skutkuje zawyżeniem deklarowanych parametrów twardości.;;negatywny;1619
259;...powiem tak: działać - działa.. różnie, choć nie będę ukrywał że spodziewałem się takiej sytuacji dlatego też zakupiłem od razu 5 sztuk aby mieć pewność że dostanę sprawną (w zasadzie tylko jeden czytnik okazał się uszkodzony). Co do pozostałej czwórki to - po dwóch miesiącach użytkowania - działają już tylko 3 ..i to nie zawsze. Otóż slot na kartę micro SD jest minimalnie za szeroki przez co karta czasem się przesuwa wewnątrz o ten milimetr przez co nie styka i nie jest wykrywana przez komputer (trzeba ją wtedy wyciągnąć i wsunąć raz jeszcze wtedy już zaskakuje i wszystko działa.. ..aż do kolejnego wpinania czytnika - zatem działa choć czasem trzeba jej w tym trochę 'pomóc'). Jakość wykonania jest niestety mizerna (plastik obudowy w wyglądzie i dotyku przypomina ten 'odpustowy' - ale to można akurat przeboleć). Zakupiłem ten czytnik z uwagi na jego mały rozmiar (co było czynnikiem kluczowym przy jego zakupie) przez co byłem bardzo niemile zaskoczony gdy okazało się że karta nie wsuwa się cała 'do środka' urządzenia tylko połowa jej wystaje z tyłu.. Te kilka 'mankamentów' sprawia że ocena jest taka a nie inna..  ;3;Słabe materiały i usterki;Klient wskazuje na wysoką awaryjność zakupionych egzemplarzy, niską jakość tworzywa oraz fizyczne wady konstrukcyjne slotu na kartę.;;negatywny;1706
260;Etui niestety nie wytrzymało eksploatacji dzieci. Plastik wydaje się zbyt twardy i niestety połamał się. Oczywiści spełnił swoja role ochronną bo  gdyby nie etui to pewnie tablet był by połamany ale pozostaje niedosyt. Poza tym magnesy wyleciały tak z plastiku jak i z pod materiału. Jeśli chodzi o szkło to bardzo dobrej jakości. ;3;Słabe materiały i usterki;Główną częścią opinii jest opis uszkodzeń mechanicznych produktu, takich jak pęknięty plastik oraz wypadające magnesy.;;negatywny;1377
261;Generalnie ok.  Znośna jakość dźwięku. Ale to czego mi brakuje.  - powinien być przełącznik on/off dużo wygodniejszy tutaj włącza/wyłącza się przez przytrzymanie (5-6 sek.) , - podczas jazdy na rowerze wiatr z powodu profilu słuchawek oraz to że nie są one douszne powoduje nieznośny szum , -  powinien być dołączony jakiś rodzaj klamry czy magnesu do wczepienia w ubranie. 2 razy słuchawki mi wypadły z uszu podczas ćwiczeń na świeżym powietrzu (wieczorem) i tylko przez przypadek je odnalazłem z zalet należy wymienić: -długa praca na baterii nie mierzyłem ponoć 10 godzin , na pewno 6-7;3;Niska wydajność w praktyce;Klient szczegółowo opisuje wady użytkowe produktu, takie jak uciążliwy szum wiatru, nieergonomiczny przełącznik oraz brak stabilności słuchawek podczas ruchu.;;negatywny;1823
262;polecam                                                                                                                        ;3;Szum informacyjny;Opinia zawiera jedynie lakoniczne polecenie bez żadnego merytorycznego uzasadnienia.;;pozytywny;1003
263;Przede wszystkim trzeba zasłaniać przed słońcem (np. frotką) w przeciwnym wypadku nie dokonuje pomiarów. Poza tym pomiary tętna i ciśnienia wydają się nie poprawne. Jeżdżę na rowerze i przy maksymalnym wysiłku i prędkości, gdy czuję jak wali mi serducho, dostaję wynik tętna 80-90. Po zwolnieniu i uspokojeniu oddechu pojawia się wynik 70 by po chwili pokazać 110. Z ciśnieniem - to samo. W dodatku w czasie jazdy na rowerze zlicza tysiące kroków... Przejechane 30 km a naliczone 5000 kroków i 4,5 km. Nie wiem jak przy innych ćwiczeniach, ale dla mnie, do jazdy na rowerze - niemiarodajne. Uruchamianie pomiaru jest tak skomplikowane, że można to zrobić siedząc na ławce, ale na pewno nie jadąc rowerem (klikanie, przytrzymywanie przycisku itp). W aplikacji na telefon - przycisk START jest malutki co również staje się mało funkcjonalne przy jeździe na rowerze. Jednym słowem - słabe;3;Niska wydajność w praktyce;Użytkownik szczegółowo opisuje błędne pomiary czujników oraz niefunkcjonalny interfejs, które uniemożliwiają rzetelne korzystanie z urządzenia podczas aktywności.;;negatywny;1644
264;"Bardzo ciekawe urzadzenie, jednak raczej nie pali (chyba ze przy uzyciu jeszcze dodatkowej soczewki). Nie mam dokladnego pomiaru, ale moc wyglada na pare W (na pewno nie 50W+ !), mimo to jest dosc jasny i ma duzy zasieg.  Od lasera mozna calkowicie odkrecic soczewke, przez co dziala jak jasna latarka. Soczewka mozna ustawic jak mocno promien zostanie skupiony (od kilkunastu cm, do ponizej 1 cm, z odlegloscii 5m). Dodatkowa nasadka ""disko"" umozliwia dodanie efektow specjalnych (rozpraszanie promienia w wiele punktow).  Ladowarka dzaial dobrze i laduje zalaczony akumulatorek (specjalnego typu, nie AA albo AAA). Niestety ladowarka ma dosc specjalna konstrukcje (bardzo krotkie bolce), przez co nie dziala z niektorymi gniazdkami (szczegolnie tymi z bolcem uziemiajacym, lub glebszymi typu ""schuko"").  Jako ze nie spodziewalem sie 50W lasera w cenie ok 50zl, jestem calkiem zadowolony z produktu, nawet jesli ma mniejsza moc (trzeba by zmierzyc jaka).";3;Pozytywna ocena funkcjonalności;Klient szczegółowo opisuje działanie wielu funkcji produktu i pomimo uwag do specyfikacji oraz ładowarki deklaruje ogólne zadowolenie.;;pozytywny;3856
265;na pierwszy rzut oka uchwyt wydaje się solidny, jednak pod wpływem cięzaru ( 49'' tv = 13kg) rozłożone widełki stelaża uginają się delikatnie w dół - przez co telewizor jest nachylony tak do przodu ( w stanie pierwotnym)- regulacja nachylenia ekranu, pozwala tu jedynie jeszcze bardziej go nachylić na płasko :/);3;Słabe materiały i usterki;Głównym problemem jest fizyczne odkształcanie się (uginanie) konstrukcji pod wpływem ciężaru, co wskazuje na niedostateczną jakość materiałów stelaża.;;negatywny;1559
266;"Jestem rozczarowany lekko. szkło które dostałem jest inne niż to na zdjęciu ( inne wycięcia na głośnik i kamerkę ). W ofercie jest podane że; ,,może powstać wokół ekranu delikatna aureola powietrzna"". No delikatna to ta aureola nie jest ok 3 mm z każdej strony, nie wygląda to fajnie. Generalnie wygląda to tak jakbym sam sobie to szkiełko zaadaptował z czegoś innego.  ";3;Kompatybilność i montaż;Klient zgłasza niedopasowanie fizyczne produktu do urządzenia, w tym inne wycięcia na podzespoły oraz znaczne odstawanie szkła od krawędzi ekranu.;;negatywny;1577
267;Bardzo ładne etui ale jest parę mankamentów. Klapka nie leży zbyt dokładnie i wystaje nieco poza obrys telefonu po prawej stronie. Przy dłuższym użytkowaniu z otwartą klapką klapka nie chce na początku swobodnie przylegać do ekranu. Najgorsze jest to że obraz przez okienko smart jest jakby rozmyty, w tego typu smart coverach np w Samsungu obraz przez okienko jest wyraźny.;3;Niska wydajność w praktyce;Klient wskazuje na niską jakość optyczną okienka smart oraz problemy z ergonomią i precyzją działania klapki etui.;;negatywny;1994
268;Niestety ale przy naklejeniu szkła i zdejmowaniu powłoki ochronnej według firmy filmiku naklejka do odklejania urwała się, szkło od ekranu odskoczyło a później trzeba było folię podważać paznokciami, bo nie można było już zdjąć inaczej folii ochronnej. Spowodowało to dostanie się pod szkło pyłki kurzu na sam środek, których nie da się już pozbyć, bo trzebaby zdjąć całe szkło. Niestety szkło z lewej strony ma do dziś lekką smugę, bo nie przylega do końca ekranu pomimo tego, że jest naklejone po środku.;3;Kompatybilność i montaż;Opinia opisuje problemy z procesem naklejania szkła oraz jego niedopasowaniem do krawędzi ekranu urządzenia.;;negatywny;1989
269;Szału nie ma, wytrzymałość trochę ponad godzinę, przy niepełnym obciążeniu. Tyle że jest to jednak mała bateria, niemarkowa, komputer z dużym ekranem, dwurdzeniowy, 4 GB RAM i stary mechaniczny dysk. Ładowanie wskazywane przez komputer max 95 % i przy 25% załącza się ostrzeżenie i bateria się kończy.    ;3;Niska wydajność w praktyce;Klient opisuje niesatysfakcjonujący czas pracy oraz błędy w raportowaniu poziomu naładowania i nagłe rozładowywanie się baterii.;;negatywny;1438
270;Stosunek ceny do jakości dźwięku bardzo dobry. Słuchawki grały bardzo przyjemnie. Największy zarzut mam do trwałości sprzętu. Pierwsze słuchawki wytrzymały prawie dwa lata. Drugie ledwo kilka miesięcy. W obu przestała grać lewa słuchawka. Co ciekawe bardzie eksploatowana jest prawa, gdzie znajduje się pilot i częściej zdarza się pociągnąć za kabel. Generalnie nie niszczę słuchawek więc jak za kwotę ponad 100 PLN za słuchawki uważam że jest to za krótko. ;3;Słabe materiały i usterki;Głównym powodem napisania opinii jest krytyka niskiej trwałości produktu i powtarzająca się usterka techniczna polegająca na niedziałającej słuchawce.;;negatywny;1691
271;Szybko się nagrzewa, wydobywa z kawy to co najlepsze czyli aromat i smak. Większa wersja EC580 służy mi już 6.5 roku bez żadnej awarii, należy dbać tylko o regularne odkamienianie. Brak automatycznego trybu parzenia kawy, ekspres należy wyłączyć ręcznie po napełnieniu filiżanki do wymaganego poziomu, chwila nieuwagi i kawa może wyjść bardzo słaba. Na podstawce mieści się tylko mała filiżanka, nie można kawy zaparzyć wprost do kubka. Wykonanie bardzo toporne, plastiki spasowane bardzo kiepsko. Bardzo budżetowa wersja lepszych modeli.;3;Słabe materiały i usterki;Głównym punktem krytyki jest toporne wykonanie oraz bardzo słabe spasowanie plastikowych elementów obudowy.;;negatywny;2846
272;Produkt bardzo przeciętny. Niby działa, spełnia funkcję, ale jednak ma kilka detali które są co najmniej denerwujące. Górna klapka (wieko) jest słabo zamocowana do urządzenia, odnosisz wrażenie, że to będzie pierwsza rzecz, która się popsuje. Dodatkowo przeokropnie się nagrzewa przy smażeniu frytek. Więc, żeby podnieść wieko, lepiej użyć do tego rękawiczek, bo można się zwyczajnie oparzyć. Rączka od sitka też łapie temperaturę. Generalnie niby nie spodziewałem się mercedesa za tę cenę, no ale jednak myślałem że po użytkowaniu odniosę lepsze wrażenie.;3;Niska wydajność w praktyce;Produkt spełnia swoją podstawową funkcję, ale posiada istotne wady konstrukcyjne i użytkowe, takie jak nadmierne nagrzewanie się obudowy.;;negatywny;2574
273;ANTENA POKOJOWA DVB-T2 AKTYWNA WZMACNIACZ, jest to tani produkt więc szału nie ma ale działa dobrze. Stoi przy telewizorze dosyć daleko od okna. Dodatkowo mieszkanie jest na parterze w zadrzewionym terenie. Musiałem przesunąć ją bardziej do przodu bo pojawiały się zacięcia obrazu. Jeśli ktoś ma telewizor przy oknie pewnie będzie lepiej pracować.  Bardzo rzadko pojawiają się minimalne zacięcia obrazu ale tak jak mówiłem nie stoi w optymalnym miejscu.  Za tą cenę jest ok.;3;Pozytywna ocena funkcjonalności;Klient potwierdza, że produkt działa dobrze i jest satysfakcjonujący w relacji do niskiej ceny, mimo trudnych warunków lokalowych.;;pozytywny;1433
274;"Tester działa poprawnie i dla elektroników-amatorów może być naprawdę przydatny. Moje zastrzeżenia dotyczą obudowy. Wykonanie jest precyzyjne i wszystkie elementy obudowy pasują do siebie idealnie, problem jest w tym że tester nie pasuje do obudowy. Otwory mocujące płytkę są tak zrobione że górna ścianka obudowy przylega do płytki i wyświetlacza i nie ma miejsca na taśmę łączeniową wyświetlacza. Próba wciśnięcia ""na siłę"" może się skończyć uszkodzeniem taśmy (i całego testera bo taśma jest klejona, niewymienialna). Trzeba w górnej ściance wyfrezować rowek na taśmę.   Druga uwaga to mocowanie koszyka na baterie. W zestawie brakuje śrubek do przykręcenia koszyka a przewidziano mało popularne śrubki M2,5 (można oczywiście rozwiercić otwory na M3 ale wtedy główka standardowej śrubki M3 nie zmieści się w gnieździe).   Kolejna sprawa to otwór w bocznej ściance który do niczego nie służy (być może jest to otwór na wyłącznik ale nie ma go w zestawie). ";3;Kompatybilność i montaż;Klient szczegółowo opisuje wady konstrukcyjne obudowy uniemożliwiające poprawne złożenie urządzenia oraz problemy z brakującymi i niestandardowymi elementami montażowymi.;;negatywny;2191
275;Po miesiącu użytkowania pojawiły się pękniecia w rogach, apotem odkruszyły się te rogi. Nie wiem czego to wina, może plastiku, a może moja, ale wcześniejsze podobne etui wytrzymywały dłużej. Z mojego egzemplarza etui jestem bardzo niezadowolony, ale nie wiem czy nie dam mu jeszcze 1 szansy i kupię drugi. U kolegów takie się sprawdziły. ;3;Słabe materiały i usterki;Głównym powodem opinii jest fizyczne uszkodzenie produktu w postaci pęknięć i kruszenia się plastiku po krótkim czasie użytkowania.;;negatywny;1415
276;Po 3 miesiącach użytkowania można powiedzieć że dźwięk ma bardzo dobry, ale połączenie bluetooth ze smartfonem gubi powyżej 6 cm. Co ciekawe nie ma znaczenia jaki kodek wybiorę. Zmiana trybu LDAC na adaptacyjny wydłuża zasięg do nawet 10 - 15 cm. Po zasłonięciu ręką połączenie pada :( Zapomnijcie o trzymaniu komórki w kieszeni tylnej - jest zasłaniana. Połączenie działa tylko po położeniu tuż obok komórki. Tryb karty dźwiękowej kompa po USB bardzo dobry - jak mówiłem dźwięk jest wspaniały.;3;Niska wydajność w praktyce;Urządzenie działa, ale wykazuje drastyczne problemy z zasięgiem i stabilnością połączenia Bluetooth, co uniemożliwia standardowe użytkowanie bezprzewodowe.;;negatywny;1781
277;Dźwięk jak za 740zł. Nie ma tragedii, ale do miniwieży np. Denona za 1300zł, to mu jednak brakuje. Gra akceptowalnie. Dynamika dźwięku słaba, głębia jest ale też słaba. Tak jak napisałem za tą cenę jest ok. Jest głośno i są basy. Za to wygląd to porażka. Że też Blaupunkt wypuścił coś z tak koszmarnym panelem przednim, a dokładnie przodem tacki na CD. na zdjęciu tego nie widać, ale to kawałek nieobrobionego plastiku, który wygląda jakby odpadła od niego maskownica i go odsłoniła, w dodatku tacka/napęd jest zamocowany krzywo, co daje wrażenie tandety. Jak w tanich chińskich zabawkach dla dzieci. Ta miniwieża nadaje się do altanki na ogród (i tam też jej używam). W domu bym jej nie postawił.;3;Słabe materiały i usterki;Dominującym elementem opinii jest bardzo surowa ocena jakości wykonania i materiałów, w tym krzywo zamontowanej tacki i nieobrobionego plastiku.;;negatywny;1746
278;Spigen jest klasą samą w sobie, bardzo odporny na uszkodzenia cover, który zabezpiecza telefon w dużym stopniu. Jednakże szkło  firmy Mocolo dodawane do zestawu jest marnej jakości, nie dokleja się odpowiednio, zbiera brud i paprochy, czarne krawędzie zmniejszają wyświetlacz w telefonie, a co najgorsze po miesiącu używania pojawiły się drobne pęknięcia, które z każdym dotknięciem zaczęły się wydłużać w związku z czym szkło w chwili obecnej nie nadaje się już do użytku.;3;Słabe materiały i usterki;Głównym powodem napisania szczegółowej opinii jest fizyczne uszkodzenie i pękanie szkła hartowanego po krótkim czasie użytkowania.;;negatywny;1770
279;" nie należy do najcichszych, ale mieści się w granicach; ostrze w pojemniku do siekania ciężko się montuje (trzeba cierpliwości by ustawić :) ; na moje oko nie nadaje się do dłuższej pracy, raczej do szybkiego przygotowywania czegoś w małej ilości. sprawdzony do mieszania ciasta na naleśniki, omletu czy przygotowywania koktajli  ze świeżych owoców. nie gotuje za wiele, wiec u mnie się sprawdza, mam tylko nadzieję, że się silnik za szybko nie zatrze. raczej nie polecam, fajnie wygląda ale czegoś w nim brakuje.";3;Niska wydajność w praktyce;Użytkownik punktuje liczne wady użytkowe, takie jak głośność, trudny montaż i ograniczenia w czasie pracy ciągłej, co skutkuje brakiem rekomendacji.;;negatywny;2048
280;Produkt sam w sobie wygląda świetnie, ale jest trochę upierdliwy w używaniu. Szerokość ostrza jest za mała, przez co golenie trwa długo. Ponadto po nałożeniu nakładki wymaga wielokrotnych powtórzeń golenia zarostu, gdyż nie ścina wszystkich włosów za pierwszym razem (nawet przy powolnym goleniu). To wydłuża czas golenia. Wydaje mi się również, że nakładki nie są dokładnie wymierzone jeśli chodzi o długość.;3;Niska wydajność w praktyce;Głównym problemem jest nieefektywne działanie urządzenia, które wymaga wielokrotnych powtórzeń i wydłuża czas golenia.;;negatywny;1521
281;Wykonanie przeciętne . Krajalnicy nie używamy co 10 min. w ciągu dnia więc denerwujące jest rozkładanie krajalnicy i nakładanie wózka krajalnicy bo bez wózka nie można ukroić nawet kromki chleba. Płyta regulacji grubości krojenia niestabilna co powoduje że wędlina jest krojona nierówno. Przyssawki tak mocne że zostają przyssane do blatu i trzeba je odrywać i nakładać na krajalnicę. Urządzenie niczym się nie wyróżnia. Nie polecam ale wybór należy do kupującego.;3;Niska wydajność w praktyce;Użytkownik wskazuje na wady funkcjonalne i projektowe urządzenia, które mimo działania, zapewnia niską precyzję pracy i jest uciążliwe w obsłudze.;;negatywny;2337
282;Szkło wygląda na ekranie dobrze, ale nie jest zbytnio wytrzymałe. Kupiłem 2 sztuki, 1 pękła po upadku na panele, a druga w kieszeni (w zasadzie nie wiem nawet od czego, podejrzewam że zaczepiło się o materiał). Szkła po 1 pęknięciu tracą już swoje właściwości i pękają od byle dotknięcia podłoża . Jedyne zalety to wygląd i cena, telefon na szczęście nie ucierpiał więc też coś tam chronią, ale jednak zbyt ufny bym do nich nie był. ;3;Słabe materiały i usterki;Głównym powodem opinii jest brak wytrzymałości produktu i jego pękanie w codziennych sytuacjach, co wskazuje na niską jakość materiałów.;;negatywny;1355
283;"Wyświetlacz nie jest oryginalny. Moje nie miały znaczka ""MI"" w lewym górnym rogu. Po poprawnym złożeniu nie działa JACK. A jak działa, to przy dzwonieniu ekran robi się czarny. Nawet nie da się wtedy odłożyć słuchawki, tylko trzeba czekać, aż druga osoba się rozłączy. Zrezygnowaliśmy z wejścia JACK na rzecz możliwości dzwonienia. Dioda przy ładowaniu świeci tylko w jednym kolorze - pomarańczowym - i nie zmienia się gdy telefon się naładuje. Za tę cenę woleliśmy po prostu wymienić wyświetlacz, by telefon dalej mógł funkcjonować niż kupować nowy lub wydawać 3x tyle na wymianę w jakimś punkcie.";3;Zawyżone parametry i podróbki;Klient wprost wskazuje na brak oryginalności produktu oraz brak logotypu producenta, co przekłada się na liczne wady techniczne.;;negatywny;2264
284;W cenie 79 zł kupilem swojego czasu w pewnym dyskoncie podobny zestaw, niestety po 3 latach zepsuła sie foliowa główka, a jej koszt jest polowa wartosci urzadzenia wiec postanowiłem kupic cos w podobnej cenie padło na to urządzenie, które jest drozsze o 50 zl ale w porównaniu z tamtym jest słabo wykonane. W tej cenie mozna zrobic lepszej jakosci golarke, ta raczej pojdzie do kosza jak tylko w dyskoncie pojawią sie znowu przed swietami golarki.;3;Słabe materiały i usterki;Klient bezpośrednio wskazuje na słabe wykonanie produktu i niską jakość w porównaniu do tańszego zamiennika, co kwalifikuje opinię do kategorii wad materiałowych.;;negatywny;1591
285;Nie polecam - w tych pieniążkach znajdziecie lepsze ale aby być w porządku to wykonanie - znakomite, jakość - znakomita, funkcjonalność to jakaś porażka zaczynając od czujnika światła - brak otworu, plastik na szybce wyświetlacza przyjmuje wszystko nawet więcej niż  sam wyświetlacz brak kieszonki na kartę (płatniczą czy też dowód osobisty), nieosłonięta przednia część jest fajna ale tylko wizualnie. OSOBIŚCIE  KUPIŁEM INNE  a to poszło do kosza.;3;Niska wydajność w praktyce;Klient wprost określa funkcjonalność produktu jako porażkę, wskazując na konkretne braki użytkowe i błędy projektowe przy jednoczesnej pochwale samej jakości materiałów.;;negatywny;1666
286;Żadna tam oryginalna, podróba jak się patrzy. Miałem kilka miesięcy temu zakupiony oryginał za 25 zł więcej i trzymała dwukrotnie dłużej niestety uszkodził się w niej czujnik temperatury po upadku - ta nowa nie potrafi nawet dnia wytrzymać. Widzę po komentarzach, że inni też mieli podobne odczucia. Jawnie powinien być oznaczony jako zamiennik a nie oryginał, to jest po prostu wprowadzanie w błąd.;3;Zawyżone parametry i podróbki;Klient wprost zarzuca sprzedawcy oferowanie podróbki zamiast oryginału i wskazuje na wprowadzanie w błąd co do autentyczności produktu.;;negatywny;1384
